duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,difficulty
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,16,1.00,1.00,0.00,0.00,0.07,0.07,0.00,255,7,0.03,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,20,1.00,1.00,0.00,0.00,0.12,0.08,0.00,255,20,0.08,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,http,SF,293,2854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,137,0.54,0.04,0.54,0.00,0.00,0.00,0.00,0.00,smurf,19
0,tcp,http,SF,313,4179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16,255,1.00,0.00,0.06,0.05,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,195,47055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,255,1.00,0.00,0.20,0.04,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,19,1.00,1.00,0.00,0.00,0.07,0.05,0.00,255,19,0.07,0.05,0.00,0.00,1.00,1.00,0.00,0.00,neptune,20
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,8,1.00,1.00,0.00,0.00,0.03,0.05,0.00,223,8,0.04,0.06,0.00,0.00,0.99,1.00,0.00,0.00,neptune,18
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,6,0.00,0.00,0.00,0.33,1.00,0.00,0.50,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,back,15
0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,1.00,1.00,0.00,0.00,0.01,0.06,0.00,255,17,0.07,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,18
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,1,0.07,0.00,0.92,1.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.04,0.00,0.96,1.00,satan,19
0,tcp,smtp,SF,696,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,170,178,0.74,0.02,0.01,0.01,0.00,0.00,0.00,0.00,normal,21
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,3,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,nmap,10
15,tcp,smtp,SF,772,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,87,132,0.43,0.03,0.01,0.02,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,338,1893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,98,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,normal,21
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.67,0.67,0.00,255,239,0.94,0.01,0.01,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,228,907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,19,0.00,0.00,0.00,0.00,1.00,0.00,0.16,15,255,1.00,0.00,0.07,0.04,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,206,2358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.00,0.00,0.00,0.00,1.00,0.00,0.33,54,255,1.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,normal,21
0,tcp,IRC,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.00,0.93,1.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.03,0.00,0.97,1.00,satan,14
10110,tcp,telnet,SF,113,5203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,25,0.10,0.06,0.00,0.00,0.76,0.60,0.01,0.08,normal,11
0,udp,domain_u,SF,45,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,155,0.00,0.00,0.00,0.00,1.00,0.00,0.01,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,20
0,tcp,http,SF,299,5800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0.00,0.00,0.00,0.00,1.00,0.00,0.29,3,255,1.00,0.00,0.33,0.01,0.00,0.00,0.00,0.00,normal,21
31,tcp,ftp,SF,1518,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,45,20,0.44,0.04,0.02,0.00,0.00,0.00,0.00,0.00,normal,20
0,udp,domain_u,SF,46,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,114,0.00,0.00,0.00,0.00,1.00,0.00,0.02,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,17,1.00,1.00,0.00,0.00,0.14,0.06,0.00,255,17,0.07,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,http,SF,228,12884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,190,446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,40,0.00,0.00,0.00,0.00,1.00,0.00,0.05,40,255,1.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,221,1721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,226,255,1.00,0.00,0.00,0.01,0.00,0.00,0.03,0.03,normal,21
0,tcp,http,SF,230,814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.00,0.00,0.00,0.00,1.00,0.00,0.40,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,normal,21
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,0.00,0.00,1.00,1.00,0.05,0.07,0.00,255,10,0.04,0.07,0.00,0.00,0.00,0.00,1.00,1.00,neptune,20
0,tcp,login,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,20,1.00,1.00,0.00,0.00,0.15,0.07,0.00,255,20,0.08,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,19
0,tcp,http,SF,345,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0.00,0.00,0.00,0.00,1.00,0.00,0.14,36,255,1.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,normal,21
0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,167,0.65,0.35,0.65,0.00,0.09,0.00,0.26,0.00,teardrop,15
0,tcp,http,SF,464,10134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,79,255,1.00,0.00,0.01,0.09,0.00,0.00,0.16,0.56,normal,21
0,tcp,http,SF,219,2551,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11,255,1.00,0.00,0.09,0.05,0.00,0.00,0.00,0.00,normal,20
0,tcp,http,SF,211,557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,136,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,normal,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,12,1.00,1.00,0.00,0.00,0.09,0.06,0.00,131,9,0.07,0.11,0.01,0.00,1.00,1.00,0.00,0.00,neptune,18
0,tcp,http,SF,334,277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,247,0.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,202,692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,31,0.08,0.03,0.00,0.00,1.00,0.00,0.10,60,255,1.00,0.00,0.02,0.05,0.02,0.01,0.00,0.00,normal,21
0,udp,domain_u,SF,44,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,204,0.00,0.00,0.00,0.00,0.99,0.02,0.01,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,18
26588,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,2,0.01,0.74,1.00,0.00,0.00,0.00,1.00,1.00,portsweep,15
0,tcp,smtp,SF,1215,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,234,105,0.38,0.02,0.00,0.02,0.00,0.00,0.00,0.00,normal,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,9,1.00,1.00,0.00,0.00,0.07,0.07,0.00,255,1,0.00,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,smtp,SF,1140,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,154,76,0.49,0.02,0.01,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2,1.00,1.00,0.00,0.00,0.02,0.07,0.00,255,13,0.05,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,http,SF,165,17623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0.00,0.00,0.00,0.00,1.00,0.00,0.10,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,2,1.00,1.00,0.00,0.00,0.01,0.07,0.00,255,6,0.02,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,20
0,tcp,http,SF,291,421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,24,0.00,0.00,0.00,0.00,1.00,0.00,0.17,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16,122,1.00,0.00,1.00,0.44,0.00,0.00,0.00,0.00,normal,17
0,tcp,http,SF,209,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.00,0.00,0.00,0.00,1.00,0.00,0.18,89,255,1.00,0.00,0.01,0.02,0.00,0.00,0.03,0.04,normal,21
0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,14,0.00,0.00,1.00,1.00,0.12,0.06,0.00,255,14,0.05,0.05,0.00,0.00,0.00,0.00,1.00,1.00,neptune,19
0,tcp,smtp,SF,906,408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,22,215,0.32,0.09,0.05,0.01,0.68,0.00,0.00,0.00,normal,18
0,tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,15,1.00,1.00,0.00,0.00,0.11,0.05,0.00,255,6,0.02,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,20
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,18,1.00,1.00,0.00,0.00,0.14,0.06,0.00,242,18,0.07,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,18
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,11,1.00,1.00,0.00,0.00,0.11,0.06,0.00,255,20,0.08,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,66,1,0.02,0.32,0.27,0.00,0.09,0.00,0.27,1.00,portsweep,15
0,tcp,smtp,SF,1476,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,72,137,0.64,0.06,0.01,0.02,0.00,0.01,0.03,0.04,normal,21
0,tcp,http,SF,210,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,83,255,1.00,0.00,0.01,0.05,0.00,0.01,0.00,0.00,normal,21
0,tcp,http,SF,330,11406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,finger,SF,8,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,2,0.01,0.07,0.00,0.00,0.65,0.00,0.01,0.00,normal,18
0,udp,domain_u,SF,45,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,18
0,tcp,ftp_data,SF,2890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19,47,0.68,0.11,0.68,0.04,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,226,1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,236,0.00,0.00,0.00,0.00,1.00,0.00,0.01,255,254,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,normal,18
22,tcp,ftp,SF,335,1054,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,190,76,0.40,0.03,0.01,0.00,0.00,0.00,0.00,0.00,normal,17
0,tcp,http,SF,260,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,69,255,1.00,0.00,0.01,0.04,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,312,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,22,0.00,0.00,0.00,0.00,1.00,0.00,0.23,255,231,0.91,0.02,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1,185,1.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,nmap,15
0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0.00,0.00,0.00,0.00,0.38,0.10,0.00,255,60,0.24,0.29,0.76,0.00,0.07,0.00,0.17,0.00,satan,19
0,tcp,http,SF,237,595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,39,0.00,0.00,0.00,0.00,1.00,0.00,0.05,63,255,1.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,normal,21
0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,5,1.00,1.00,0.00,0.00,0.04,0.06,0.00,255,3,0.01,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,20
0,tcp,http,SF,229,356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,29,0.00,0.00,0.00,0.00,1.00,0.00,0.14,255,255,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,377,1266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,239,255,1.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,174,15647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,0.00,0.00,0.00,0.00,1.00,0.00,0.21,14,255,1.00,0.00,0.07,0.01,0.00,0.00,0.00,0.00,normal,21
0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,19,1.00,1.00,0.00,0.00,0.17,0.06,0.00,255,18,0.07,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,18
0,tcp,http,SF,222,660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,42,255,1.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,13,255,1.00,0.00,0.08,0.07,0.00,0.00,1.00,0.97,normal,21
0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,152,0.00,0.00,0.00,0.00,1.00,0.00,0.01,255,255,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,normal,19
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,22,1.00,1.00,0.00,0.00,0.19,0.05,0.00,255,22,0.09,0.05,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,http,SF,242,809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,44,0.00,0.00,0.00,0.00,1.00,0.00,0.05,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,281,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,28,255,1.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,normal,21
0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19,68,0.05,0.11,0.05,0.04,0.00,0.01,0.00,0.00,normal,21
0,udp,domain_u,SF,45,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,82,0.00,0.00,0.00,0.00,1.00,0.00,0.02,255,179,0.70,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,199,764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0.00,0.00,0.00,0.00,1.00,0.00,0.43,12,255,1.00,0.00,0.08,0.07,0.00,0.00,0.00,0.00,normal,21
0,icmp,ecr_i,SF,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,155,0.80,0.40,0.80,0.01,0.20,0.00,0.00,0.00,pod,12
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2,1.00,1.00,0.00,0.00,0.01,0.06,0.00,255,6,0.02,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2,10,1.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,ipsweep,16
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,4,1.00,1.00,0.00,0.00,0.02,0.06,0.00,255,4,0.02,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,http,SF,258,406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,317,2099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,SF,207,9660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,158,255,1.00,0.00,0.01,0.03,0.01,0.01,0.00,0.00,normal,21
0,tcp,http,SF,338,824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,16,0.00,0.00,0.00,0.00,1.00,0.00,0.12,47,255,1.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,normal,21
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.00,0.00,0.83,0.83,1.00,0.00,0.00,36,122,1.00,0.00,0.03,0.16,0.00,0.01,0.92,0.86,normal,20
0,tcp,http,SF,293,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,28,0.00,0.00,0.00,0.00,1.00,0.00,0.07,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,1,0.00,0.07,0.05,0.00,0.00,0.00,0.05,1.00,portsweep,18
0,tcp,http,SF,159,29269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.50,0.50,0.00,0.00,1.00,0.00,0.00,86,122,1.00,0.00,0.01,0.07,0.01,0.01,0.00,0.00,normal,18
0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20,1.00,1.00,0.00,0.00,0.20,0.06,0.00,255,20,0.08,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,18
0,tcp,login,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,19,1.00,1.00,0.00,0.00,0.14,0.06,0.00,255,19,0.07,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune,19
0,tcp,klogin,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,22,1.00,1.00,0.00,0.00,0.17,0.06,0.00,255,22,0.09,0.05,0.00,0.00,1.00,1.00,0.00,0.00,neptune,18
0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,140,0.00,0.00,0.00,0.00,0.93,0.01,0.00,255,204,0.80,0.03,1.00,0.00,0.00,0.00,0.00,0.00,satan,16
0,tcp,echo,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.00,0.92,1.00,0.00,1.00,0.00,255,1,0.00,1.00,0.01,0.00,0.11,0.00,0.87,1.00,satan,17
0,tcp,http,SF,319,573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.20,0.20,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,18
0,tcp,http,SF,360,5550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,196,255,1.00,0.00,0.01,0.01,0.01,0.00,0.01,0.00,normal,21
0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,1.00,1.00,0.00,0.00,0.00,0.06,0.00,255,1,0.00,0.08,0.00,0.00,1.00,1.00,0.00,0.00,neptune,19
0,tcp,ftp_data,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,96,48,0.33,0.03,0.33,0.04,0.00,0.00,0.00,0.00,normal,17
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,1,0.03,1.00,0.95,0.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.04,1.00,0.96,0.00,satan,18
0,tcp,http,SF,197,2299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,60,1.00,0.00,0.17,0.07,0.00,0.00,0.00,0.00,normal,21
0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,208,0.82,0.03,1.00,0.00,0.00,0.00,0.00,0.00,satan,10
0,tcp,http,SF,353,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,166,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,normal,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,20,1.00,1.00,0.00,0.00,0.19,0.06,0.00,255,15,0.06,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune,21
0,tcp,http,SF,216,1819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,30,0.00,0.00,0.00,0.00,1.00,0.00,0.07,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,21
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2,34,1.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,ipsweep,16
